"id","sic_code","course_name","status","server"
1176,"261102.0","Pulp mills dissolving pulp processing",,
1177,"261103.0","Pulp mills mechanical and recycling processing",,
1178,"261199.0","Pulp mills",,
1179,"262101.1","Paper and stock Towels",,
1180,"262101.2","Paper and stock tissues",,
1181,"262101.3","Paper and stock napkins",,
1182,"262102.1","Parchment papers",,
1183,"262102.2","Securites papers",,
1184,"262102.3","Bank note papers",,
1185,"262103.1","Specialty papers",,
1186,"262103.2","Chemically treated papers",,
1187,"262104.1","Book papers",,
1188,"262104.2","Printing papers",,
1189,"262105.1","Poster papers",,
1190,"262105.2","Art papers",,
1191,"262106.1","Stationary",,
1192,"262106.2","Envelope",,
1193,"262106.3","Tablet papers",,
1194,"262107.1","Catalog papers",,
1195,"262107.2","Magazine papers",,
1196,"262107.3","Newsprint papers",,
1197,"262108.1","Wrapping papers",,
1198,"262108.2","Packaging papers",,
1199,"262109.1","Building paper felts and insulation siding",,
1200,"262109.2","Roofing paper felts and insulation siding",,
1201,"262110.1","Pressed pulp and fiber products",,
1202,"262110.2","Molded pulp and fiber products",,
1203,"262199.0","Paper mills",,
1204,"263101.0","Linerboard",,
1205,"263102.1","Innersole",,
1206,"263102.2","Shoe board",,
1207,"263103.1","Container",,
1208,"263103.2","Packaging",,
1209,"263103.3","Boxboard",,
1210,"263104.1","Coated board",,
1211,"263104.2","Treated board",,
1212,"263105.1","Cardboard",,
1213,"263105.2","Tagboard",,
1214,"263105.3","Strawboard",,
1215,"263199.0","Paperboard mills",,
1216,"265299.0","Setup paperboard boxes",,
1217,"265301.1","Corrugated boxes",,
1218,"265301.2","Corrugated partitions",,
1219,"265301.3","Corrugated sheets",,
1220,"265301.4","Corrugated pad",,
1221,"265302.1","Solid fiber boxes",,
1222,"265302.2","Solid fiber partitions",,
1223,"265302.4","Solid fiber sheets",,
1224,"265501.1","Fiber spools",,
1225,"265501.2","Fiber tubes",,
1226,"265501.3","Fiber cones",,
1227,"265502.1","Fiber cans",,
1228,"265502.2","Fiber drums",,
1229,"265502.3","Iber containers",,
1230,"265503.1","Fiber shipping containers",,
1231,"265503.2","Fiber mailing containers",,
1232,"265504.1","Fiber cores",,
1233,"265504.2","Fiber reels",,
1234,"265599.1","Fiber cans",,
1235,"265599.2","Fiber drums",,
1236,"265599.3","Similar Fiber products",,
1237,"265601.1","Paper cups",,
1238,"265601.2","Paper plates",,
1239,"265601.3","Paper dishes",,
1240,"265601.4","Paper utensils",,
1241,"265602.1","Frozen food containers",,
1242,"265602.2","Ice cream containers",,
1243,"265603.1","Food containers (liquid tight)",,
1244,"265603.2","Milk cartons",,
1245,"265799.0","Folding paperboard boxes",,
1246,"267199.1","Paper coated packaging",,
1247,"267199.2","Paper laminated packaging",,
1248,"267201.1","Chemically treated papers made from purchased materials",,
1249,"267202.1","Adhesive papers",,
1250,"267202.2","Adhesive labels",,
1251,"267202.3","Adhesive tapes",,
1252,"267299.1","Paper coated",,
1253,"267299.2","Paper laminated",,
1254,"267301.1","Garment bags",,
1255,"267301.2","Wardrobe bags",,
1256,"267302.1","Food storage",,
1257,"267302.2","Trash bags",,
1258,"267303.1","Plastic bags",,
1259,"267303.2","Pliofilm bags",,
1260,"267399.1","Plastic bags",,
1261,"267399.2","Laminated bags",,
1262,"267399.3","Coated bags",,
1263,"267401.1","Shipping bags or Sacks",,
1264,"267401.2","Shopping bags or Sacks",,
1265,"267499.1","Uncoated paper bags",,
1266,"267499.2","Uncoated multiwall bags",,
1267,"267501.1","Diecut cardboard cutouts",,
1268,"267501.2","Diecut panels",,
1269,"267501.3","Diecut foundations",,
1270,"267502.1","Diecut cards",,
1271,"267502.2","Diecut folders",,
1272,"267502.3","Diecut mats",,
1273,"267503.1","Diecut stencils Diecut",,
1274,"267503.2","Diecut lettering materials",,
1275,"267504.1","Food container products from diecut paper",,
1276,"267504.2","Diecut paper Food container parts",,
1277,"267599.1","Diecut paper",,
1278,"267599.2","Diecut board",,
1279,"267601.1","Towels tissue paper",,
1280,"267601.2","Napkins tissue paper",,
1281,"267601.3","Other tissue paper products",,
1282,"267602.1","Feminine higiene paper products",,
1283,"267603.1","Infant paper products",,
1284,"267603.2","Baby paper products",,
1285,"267801.1","Memorandum books",,
1286,"267801.2","Notebooks",,
1287,"267801.3","Looseleaf filler paper",,
1288,"267802.1","Tablets",,
1289,"267802.2","Pads",,
1290,"267803.1","Papeteries",,
1291,"267803.2","Writing paper sets",,
1292,"267901.1","Pressed fiber products",,
1293,"267901.2","Molded pulp products",,
1294,"267902.1","Food dishes",,
1295,"267902.2","Food utensils",,
1296,"267902.3","Pressed and molded Pulp",,
1297,"267903.0","Wallpaper",,
1298,"267904.1","Paper tags",,
1299,"267904.2","Paper labels",,
1300,"267905.1","Gift wrap paper",,
1301,"267905.2","Gift novelties paper",,
1302,"267906.1","Telegraph paper",,
1303,"267906.2","Teletype paper",,
1304,"267906.3","Adding machine paper",,
1305,"267907.1","Building paper",,
1306,"267907.2","Insulating paper",,
1307,"267907.3","Packaging paper",,
1308,"267908.1","Building paperboard",,
1309,"267908.2","Insulating paperboard",,
1310,"267908.3","Packaging paperboard",,
1311,"267909.0","Non diecut cardboard products",,
1312,"267999.0","Converted paper products",,
1313,"27.0","PRINTING PUBLISHING AND ALLIED INDUSTRIES",,
1314,"271101.1","Newspapers",,
1315,"271101.2","Newspapers publishing",,
1316,"271101.3","Newspapers printing",,
1317,"271199.0","Newspapers",,
1318,"272101.0","Periodicals publishing only",,
1319,"272102.0","Periodicals publishing and printing",,
1320,"273101.0","Books publishing only",,
1321,"273102.0","Books publishing and printing",,
1322,"273201.0","Books printing only",,
1323,"273202.0","Books printing and binding",,
1324,"274101.1","Art copy",,
1325,"274101.2","Poster publishing",,
1326,"274102.1","Atlas publishing",,
1327,"274102.2","Map publishing",,
1328,"274102.3","Guide publishing",,
1329,"274103.1","Telephone publishing",,
1330,"274103.2","Other telephone directory publishing",,
1331,"274104.1","Music book publishing",,
1332,"274104.2","Sheet music publishing",,
1333,"274105.0","Newsletter publishing",,
1334,"274106.1","Technical manual",,
1335,"274106.2","Technical paper publishing",,
1336,"274199.0","Miscellaneous publishing",,
1337,"275201.1","Offset printing",,
1338,"275201.2","Photolithographic printing",,
1339,"275202.0","Promotional lithographic printing",,
1340,"275203.1","Business form lithographic printing",,
1341,"275203.2","Card lithographic printing",,
1342,"275204.1","Calendar lithographic printing",,
1343,"275204.2","Card lithographic printing",,
1344,"275205.1","Atlas lithographic printing",,
1345,"275205.2","Map lithographic printing",,
1346,"275206.1","Poster lithographic printing",,
1347,"275206.2","Decal lithographic printing",,
1348,"275207.1","Tag lithographic printing",,
1349,"275207.3","Schedule lithographic printing",,
1350,"275208.1","Wrapper lithographic printing",,
1351,"275208.2","Seal lithographic printing",,
1352,"275209.0","Publication lithographic printing",,
1353,"275299.0","Commercial lithographic printing",,
1354,"275401.1","Photogravure printing",,
1355,"275401.2","Rotogravure printing",,
1356,"275402.1","Business form printing gravure",,
1357,"275402.2","Business card printing gravure",,
1358,"275403.1","Calendar printing gravure",,
1359,"275403.2","Calendar card printing gravure",,
1360,"275404.1","Wrapper printing gravure",,
1361,"275404.2","Seal printing gravure",,
1362,"275405.0","Publication printing gravure",,
1363,"275406.0","Promotional printing gravure",,
1364,"275407.1","Stationery printing gravure",,
1365,"275407.2","Invitation printing gravure",,
1366,"275499.0","Commercial printing gravure",,
1367,"275901.1","Financial note printing and engraving.",,
1368,"275901.2","Certificate printing and engraving",,
1369,"275902.0","Card printing and engraving.",,
1370,"275903.0","Promotional printing",,
1371,"275904.0","Publication printing",,
1372,"275905.1","Invitation printing and engraving.",,
1373,"275905.2","Stationery printing and engraving",,
1374,"275906.1","Letterpress printing",,
1375,"275906.2","Screen printing",,
1376,"275907.1","Bag printing and engraving",,
1377,"275907.2","Wrapper printing and engraving.",,
1378,"275907.3","Seal printing and engraving.",,
1379,"275908.1","Poster printing and engraving",,
1380,"275908.2","Decal printing and engraving",,
1381,"275909.1","Schedule printing and engraving",,
1382,"275909.2","Ticket printing and engraving",,
1383,"275909.3","Tag printing and engraving",,
1384,"275999.0","Commercial printing",,
1385,"276199.0","Manifold business forms",,
1386,"278201.1","Ledger books",,
1387,"278201.2","Inventory books",,
1388,"278201.3","Account books",,
1389,"278202.1","Scrapbooks",,
1390,"278202.2","Albums",,
1391,"278202.3","Diaries",,
1392,"278203.1","Looseleaf binders",,
1393,"278203.2","Looseleaf devices",,
1394,"278204.1","Receipt books",,
1395,"278204.2","Invoice books",,
1396,"278204.3","Memorandum books",,
1397,"278205.1","Bank checkbooks",,
1398,"278205.2","Bank passbooks",,
1399,"278299.1","Blankbooks",,
1400,"278299.2","Looseleaf binders",,
1401,"278901.0","Display mounting",,
1402,"278902.1","Books bronzing gilding edging and deckling",,
1403,"278902.2","Cards bronzing gilding edging and deckling",,
1404,"278902.3","Paper bronzing gilding edging and deckling",,
1405,"278903.1","Binding and repair of books",,
1406,"278903.2","Binding and repair of magazines",,
1407,"278903.3","Binding and repair of pamphlets",,
1408,"278999.1","Bookbinding",,
1409,"278999.2","Bookbinding related work",,
1410,"279101.0","Hand composition typesetting",,
1411,"279199.0","Typesetting",,
1412,"279601.0","Gravure platemaking services",,
1413,"279602.0","Engraving platemaking services",,
1414,"279699.0","Platemaking services",,
1415,"28.0","CHEMICAL PRODUCTS AND ALLIES",,
1416,"281299.2","Chlorine",,
1417,"281301.0","Carbon dioxide",,
1418,"281399.0","Industrial gases",,
1419,"281601.0","White pigments",,
1420,"281602.0","Color pigments",,
1421,"281603.0","Black pigments",,
1422,"281699.0","Inorganic pigments",,
1423,"281901.0","Elements",,
1424,"281902.0","Inorganic acids except nitric and phosphoric",,
1425,"281903.0","Aluminum compounds",,
1426,"281904.1","Sodium compounds . except bleaches alkalies aluminum",,
1427,"281904.2","Potassium compounds except bleaches alkalies aluminum",,
1428,"281905.0","Alums",,
1429,"281906.1","Fuels",,
1430,"281906.2","Radioactive compounds",,
1431,"281907.0","Carbides",,
1432,"281908.0","Silica compounds",,
1433,"281909.1","Metal salts except sodium potassium aluminum",,
1434,"281909.2","Metal compounds except sodium potassium aluminum",,
1435,"281910.0","Nonmetallic compounds",,
1436,"281911.1","Ammonium salts",,
1437,"281911.2","Ammonium compounds",,
1438,"281999.0","Industrial inorganic chemicals",,
1439,"282101.0","Thermosetting materials",,
1440,"282102.0","Thermoplastic materials",,
1441,"282103.0","Cellulose derivative materials",,
1442,"282104.0","Plasticizer/additive based plastic materials",,
1443,"282199.1","Plastics materials",,
1444,"282199.2","Resins",,
1445,"282201.0","Butadiene rubbers",,
1446,"282299.0","Synthetic rubber",,
1447,"282399.0","Cellulosic manmade fibers",,
1448,"282499.0","Noncellulosic organic fibers",,
1449,"283301.0","Medicinal chemicals",,
1450,"283302.1","Alkaloids",,
1451,"283302.2","Other botanical based products",,
1452,"283303.0","Antibiotics",,
1453,"283304.0","Animal based products",,
1454,"283401.1","Drugs affecting neoplasms",,
1455,"283401.2","Drugs affecting endrocrine systems",,
1456,"283402.1","Drugs acting on the central nervous system .",,
1457,"283402.2","Drugs acting on the sense organs",,
1458,"283403.0","Drugs acting on the cardiovascular system except diagnostic",,
1459,"283404.0","Drugs acting on the respiratory system",,
1460,"283405.1","Drugs acting on the gastrointestinal",,
1461,"283405.2","Drugs acting on the genitourinary system",,
1462,"283406.0","Dermatologicals",,
1463,"283407.1","Vitamin preparations for human use",,
1464,"283407.2","Preparations for human use",,
1465,"283407.3","Hematinic preparations for human use",,
1466,"283408.1","Drugs affecting parasitic",,
1467,"283408.2","Drugs affecting infective diseases",,
1468,"283499.0","Pharmaceutical preparations",,
1469,"283599.0","Diagnostic substances",,
1470,"283601.0","Blood derivatives",,
1471,"283602.0","Extracts",,
1472,"283603.1","Vaccines",,
1473,"283603.2","Other immunizing products",,
1474,"283604.0","Culture media",,
1475,"283605.1","Toxins",,
1476,"283605.2","Viruses",,
1477,"283605.3","Similar substance and venoms",,
1478,"283699.0","Biological products except diagnostic",,
1479,"284199.1","Soap detergents",,
1480,"284199.2","Other detergents",,
1481,"284201.0","Specialty cleaning",,
1482,"284202.1","Polishing preparations",,
1483,"284202.2","Polishing related products",,
1484,"284203.0","Drycleaning preparations",,
1485,"284204.1","Sanitation preparations",,
1486,"284204.2","Disinfectants",,
1487,"284204.3","Deodorants",,
1488,"284205.0","Laundry cleaning preparations",,
1489,"284299.1","Polishes goods",,
1490,"284299.2","Sanitation goods",,
1491,"284301.1","Oils",,
1492,"284301.2","Greases",,
1493,"284302.0","Finishing agents",,
1494,"284303.0","Processing assistants",,
1495,"284399.0","Surface active agents",,
1496,"284401.0","Hair preparations including shampoos",,
1497,"284402.0","Oral preparations",,
1498,"284403.1","Perfumes",,
1499,"284403.2","Colognes",,
1500,"284404.0","Shaving preparations",,
1501,"284405.0","Cosmetic preparations",,
1502,"284499.0","Toilet preparations",,
1503,"285101.1","Paints",,
1504,"285101.2","Paint additives",,
1505,"285102.1","Lacquers",,
1506,"285102.3","Enamels",,
1507,"285102.4","Other coatings",,
1508,"285103.1","Putty",,
1509,"285103.2","Wood fillers",,
1510,"285103.3","Wood sealers",,
1511,"285104.1","Removers",,
1512,"285104.2","Cleaners",,
1513,"286101.0","Wood distillation products",,
1514,"286102.0","Wood extract products",,
1515,"286199.1","Gum chemicals",,
1516,"286199.2","Wood chemicals",,
1517,"286501.1","Dyes",,
1518,"286501.2","Pigments",,
1519,"286502.0","Cyclic organic crudes",,
1520,"286503.0","Cyclic organic intermediates",,
1521,"286504.1","Tar",,
1522,"286504.2","Coal tar",,
1523,"286504.3","Tar related chemicals",,
1524,"286599.1","Cyclic crudes",,
1525,"286599.2","Intermediates crudes",,
1526,"286901.0","Alcohols non beverage",,
1527,"286902.0","Olefins",,
1528,"286903.1","Amines",,
1529,"286903.3","Salts",,
1530,"286903.4","Esters.",,
1531,"286904.0","Fuels",,
1532,"286905.1","Perfumes",,
1533,"286905.2","Flavorings",,
1534,"286905.3","Food additives",,
1535,"286906.1","Aldehydes",,
1536,"286906.2","Ketones",,
1537,"286999.0","Industrial organic chemicals",,
1538,"287301.1","Ammonia",,
1539,"287301.2","Ammonium salts",,
1540,"287399.0","Nitrogenous fertilizers",,
1541,"287401.0","Phosphates",,
1542,"287499.0","Phosphatic fertilizers",,
1543,"287599.0","Fertilizers mixing only",,
1544,"287901.1","Insecticides",,
1545,"287901.2","Pesticides",,
1546,"287999.0","Agricultural chemicals",,
1547,"289101.0","Sealants",,
1548,"289102.0","Adhesives",,
1549,"289201.1","Primary explosives",,
1550,"289201.2","Fuses",,
1551,"289201.3","Detonators",,
1552,"289202.0","Secondary high explosives",,
1553,"289399.0","Printing ink",,
1554,"289599.0","Carbon black",,
1555,"289901.1","Oils",,
1556,"289901.2","Essential oils",,
1557,"289902.0","Acids",,
1558,"289903.0","Gelatin",,
1559,"289904.1","Flares",,
1560,"289904.2","Fireworks",,
1561,"289904.3","Flares and similar Fireworks preparations",,
1562,"289905.0","Sizes",,
1563,"289999.0","Chemical preparations",,
1564,"29.0","OIL REFINING AND RELATED INDUSTRIES",,
1565,"291101.2","Liquefied petroleum gases",,
1566,"291102.0","Light distillates",,
1567,"291103.0","Intermediate distillates",,
1568,"291104.0","Heavy distillates",,
1569,"291105.0","Residues",,
1570,"291106.0","Aromatic chemical products",,
1571,"291107.0","Nonaromatic chemical products",,
1572,"291199.0","Petroleum refining",,
1573,"295101.0","Paving blocks",,
1574,"295102.0","Paving mixtures",,
1575,"295201.0","Roofing materials",,
1576,"295202.0","Siding materials",,
1577,"295299.1","Asphalt felts",,
1578,"295299.2","Asphalt coatings",,
1579,"299201.0","Lubricating oils",,
1580,"299299.1","Lubricating oils",,
1581,"299299.2","Lubricating greases",,
1582,"299901.0","Coke",,
1583,"299902.1","Fuel briquettes",,
1584,"299902.2","Fuel waxes",,
1585,"30.0","VARIOUS RUBBER AND PLASTICS PRODUCTS",,
1586,"301101.0","Inner tubes all tire types",,
1587,"301102.1","Pneumatic tires",,
1588,"301102.2","All tire types",,
1589,"301103.1","Tire materials",,
1590,"301103.2","Inner tube materials",,
1591,"301103.3","Tire and inner tube related products",,
1592,"301199.0","Tires and inner tubes",,
1593,"302101.1","Protective rubber footwear",,
1594,"302101.2","Protective plastic footwear",,
1595,"302102.1","Shoes rubber molded to fabric",,
1596,"302102.2","Shoes plastic molded to fabric",,
1597,"305201.0","Rubber hose",,
1598,"305202.0","Plastic hose",,
1599,"305203.0","Rubber belting",,
1600,"305204.0","Plastic belting",,
1601,"305301.0","Gaskets and sealing devices",,
1602,"305302.0","Packing materials",,
1603,"306199.0","Mechanical rubber goodf",,
1604,"306901.1","Medical rubber sundries",,
1605,"306901.2","Laboratory rubber sundries",,
1606,"306901.3","Related medical and loboratory products",,
1607,"306902.1","Rubber wallcoverings",,
1608,"306902.2","Rubber floorcoverings/mats",,
1609,"306903.1","Rubber coated clothing",,
1610,"306903.2","Rubber coated fabrics",,
1611,"306904.0","Airsupported rubber structures",,
1612,"306905.1","Boot products rubber",,
1613,"306905.2","Shoe products rubber",,
1614,"306906.1","Reclaimed rubber",,
1615,"306906.2","Specialty rubber compounds",,
1616,"306907.1","Sponge rubber",,
1617,"306907.2","Sponge rubber products",,
1618,"306908.0","Druggist's rubber sundries",,
1619,"306909.0","Stationer's rubber sundries",,
1620,"306910.1","Hard rubber",,
1621,"306910.2","Molded rubber products",,
1622,"306911.0","Rubber hair accessories",,
1623,"306912.0","Rubber smoking accessories",,
1624,"306913.1","Rubber Rolls",,
1625,"306913.2","Roll coverings",,
1626,"306914.0","Rubber automotive products",,
1627,"306915.0","Rubber hardware",,
1628,"306916.0","Rubber tape",,
1629,"306999.0","Fabricated rubber products",,
1630,"308199.1","Unsupported plastics film",,
1631,"308199.2","Unsupported plastics sheet",,
1632,"308299.0","Unsupported plastics profile shapes",,
1633,"308399.1","Laminated plastics plate",,
1634,"308399.2","Laminated plastics sheet",,
1635,"308699.0","Plastics foam products",,
1636,"308899.0","Plastics plumbing fixtures",,
1637,"308901.0","Plastics containers except foam",,
1638,"308902.1","Plastics kitchenware",,
1639,"308902.2","Plastics tableware",,
1640,"308902.3","Plastics houseware",,
1641,"308903.1","Plastics hardware",,
1642,"308903.2","Building products",,
1643,"308904.1","Boot products plastics",,
1644,"308904.2","Shoe products plastics",,
1645,"31.0","LEATHER AND LEATHER PRODUCTS",,
1646,"311101.0","Equestrian leather products",,
1647,"311102.0","Shoe leather",,
1648,"311103.0","Leather processing",,
1649,"311104.0","Accessory products leather",,
1650,"311105.0","Garment leather",,
1651,"311106.1","Fine pliant leather from sheepH",,
1652,"311106.2","Fine pliant leather from goat",,
1653,"311106.3","Fine pliant leather from calf",,
1654,"311107.0","Industrial leather products",,
1655,"311199.1","Leather tanning",,
1656,"311199.2","Leather finishing",,
1657,"313101.1","Boot accessories",,
1658,"313101.2","Shoe accessories",,
1659,"313102.0","Heel parts for shoes",,
1660,"313103.0","Sole parts for shoes",,
1661,"313104.0","Inner parts for shoes",,
1662,"313105.1","Body parts",,
1663,"313105.2","Shoe outers",,
1664,"314299.0","House slippers",,
1665,"314399.0","Men's footwear except athletic",,
1666,"314499.0","Women's footwear except athletic",,
1667,"314901.0","Children's footwear except athletic",,
1668,"314999.0","Footwearexcept rubber",,
1669,"315199.1","Leather gloves",,
1670,"315199.2","Leather mittens",,
1671,"316101.1","Clothing carrying cases",,
1672,"316101.2","Apparel carrying cases",,
1673,"316199.0","Luggage",,
1674,"317199.1","Women's handbags",,
1675,"317199.2","Women's purses",,
1676,"317201.0","Leather money holders",,
1677,"317202.0","Leather cases",,
1678,"317299.0","Personal leather goods",,
1679,"319901.0","Equestrian related leather articles",,
1680,"319902.0","Leather garments",,
1681,"319903.1","Leather belting",,
1682,"319903.2","Leather strapping",,
1683,"319999.0","Leather goods",,
1684,"32.0","STONE CLAY GLASS AND CONCRETE PRODUCTS",,
1685,"321101.0","Transparent optical glass except lenses",,
1686,"321102.1","Strengthened glass",,
1687,"321102.2","Reinforced glass",,
1688,"321103.0","Construction glass",,
1689,"321104.1","Plate glass",,
1690,"321104.2","Sheet glass",,
1691,"321199.0","Flat glass",,
1692,"322101.0","Food containers glass",,
1693,"322199.0","Glass containers",,
1694,"322901.1","Glass furnishings",,
1695,"322901.3","Glass furnishings",,
1696,"322901.2","Glass accessories",,
1697,"322902.0","Optical glass",,
1698,"322903.0","Industrialuse glassware",,
1699,"322904.0","Glass fiber products",,
1700,"322905.1","Glass tubes",,
1701,"322905.2","Glass tubing",,
1702,"322906.0","Scientific glassware",,
1703,"322907.0","Glass lighting equipment parts",,
1704,"322908.1","Art glassware",,
1705,"322908.2","decorative glassware",,
1706,"322908.3","Novelty glassware",,
1707,"323101.1","Ornamental glass cut",,
1708,"323101.2","Ornamental glass engraved",,
1709,"323101.3","Ornamental glass otherwise decorated",,
1710,"323102.0","Mirrored glass",,
1711,"323103.0","Reflecting glass",,
1712,"323104.1","Strengthened glass",,
1713,"323104.2","Reinforced glass",,
1714,"323105.0","Laboratory glassware",,
1715,"323199.0","Products of purchased glass",,
1716,"324199.0","Cement hydraulic",,
1717,"325101.1","Structural brick",,
1718,"325101.2","Structural blocks",,
1719,"325102.0","Structural clay tile",,
1720,"325301.1","Clay wall",,
1721,"325301.2","Floor tile",,
1722,"325302.1","Ceramic wall",,
1723,"325302.2","Floor tile",,
1724,"325501.0","Plastic refractories",,
1725,"325502.0","Glasshouse refractories",,
1726,"325503.1","Tile refractories except plastic",,
1727,"325503.2","Brick refractories except plastic",,
1728,"325504.1","Firing clay oven",,
1729,"325504.2","Firing clay accessories",,
1730,"325599.0","Clay refractories",,
1731,"325901.1","Clay pipe and tile sewer",,
1732,"325901.0","Clay pipe and tile drainage",,
1733,"325902.0","Clay chimney products",,
1734,"325903.0","Architectural clay products",,
1735,"325999.0","Structural clay products",,
1736,"326102.2","Accesorios de porcelana vitrificada",,
1737,"326299.1","Vitreous china table",,
1738,"326299.2","Vitreous china kitchenware",,
1739,"326399.1","Semivitreous table",,
1740,"326399.2","Semivitreous kitchenware",,
1741,"326499.0","Porcelain electrical supplies",,
1742,"326901.1","Pottery cooking",,
1743,"326901.2","Kitchen articles",,
1744,"326902.0","Laboratory pottery",,
1745,"326902.2","Industrial pottery",,
1746,"326903.0","China decorating",,
1747,"326904.1","Pottery household articles except kitchen articles",,
1748,"326904.2","Pottery household articles except kitchen articles",,
1749,"326905.0","Pottery florists' articles",,
1750,"326999.0","Pottery products",,
1751,"327199.0","Concrete block and Concrete brick",,
1752,"327201.1","Liquid catch concrete basins",,
1753,"327201.2","Concrete tanks",,
1754,"327201.3","Concrete covers",,
1755,"327202.0","Solid concrete containing units",,
1756,"327201.4","Liquid catch concrete basins",,
1757,"327203.1","Precast terrazo",,
1758,"327203.2","Concrete products",,
1759,"327204.1","Concrete fireplace",,
1760,"327204.2","Concrete chimney material",,
1761,"327205.1","Concrete window components sills and frames",,
1762,"327205.2","Concrete door components sills and frames",,
1763,"327206.1","Concrete products used to facilitate drainage",,
1764,"327206.2","Concrete products used to facilitate drainage",,
1765,"327207.1","Concrete structural support",,
1766,"327207.2","Concrete building material",,
1767,"327208.1","Monuments markers except terrazo",,
1768,"327208.2","Grave markers except terrazo",,
1769,"327299.0","Concrete products",,
1770,"327401.0","Building lime",,
1771,"327499.0","Lime",,
1772,"327501.0","Gypsum board",,
1773,"327502.0","Gypsum plaster",,
1774,"327599.0","Gypsum products",,
1775,"328101.0","Furniture from cut Stone",,
1776,"328102.1","Household articles from cut Stone except furniture:",,
1777,"328102.2","Household articles from cut Stone except furniture",,
1778,"328103.0","Building stone products",,
1779,"328104.0","Slate products",,
1780,"328105.1","Monument stone cut and shaped",,
1781,"328105.2","Burial stone cut and shaped",,
1782,"328106.1","Curbing Stone",,
1783,"328106.2","paving Stone",,
1784,"328106.3","Walkway Stone",,
1785,"328199.1","Cut Stone",,
1786,"328199.2","Stone products",,
1787,"329101.0","Scouring abrasive materials",,
1788,"329102.1","Abrasive ground stones",,
1789,"329102.2","Abrasive whole stones except grinding stones",,
1790,"329103.1","Abrasive metal",,
1791,"329103.2","Steel products",,
1792,"329105.0","Synthetic abrasives",,
1793,"329106.0","Coated abrasive products",,
1794,"329107.0","Artificial abrasives",,
1795,"329108.0","Abrasive grains",,
1796,"329199.0","Abrasive products",,
1797,"329201.0","Asbestos textiles except insulating material",,
1798,"329202.1","Asbestos",,
1799,"329202.2","building materials except asbestos paper",,
1800,"329203.0","Asbestos insulating materials",,
1801,"329204.0","Asbestos friction materials",,
1802,"329205.1","Tubing from asbestos and asbestos cement",,
1803,"329205.2","Piping from asbestos and asbestos cement",,
1804,"329206.0","Twisted asbestos fiber products",,
1805,"329207.0","Asbestos tile products",,
1806,"329501.1","Minerals ground",,
1807,"329501.2","Minerals otherwise treated",,
1808,"329502.1","Earths ground",,
1809,"329502.2","Earths otherwise treated",,
1810,"329599.1","Minerals ground",,
1811,"329599.2","Minerals treated",,
1812,"329601.0","Mineral wool insulation products",,
1813,"329699.0","Mineral wool",,
1814,"329701.0","Brick refractories",,
1815,"329702.0","Cement refractories",,
1816,"329703.0","Heat resistant mixtures",,
1817,"329799.0","Nonclay refractories",,
1818,"329901.0","Mica products",,
1819,"329902.0","Sand lime products",,
1820,"329903.1","Ornamental plaster work",,
1821,"329903.2","Architectural plaster work",,
1822,"329904.1","Nonmetallic mineral statuary",,
1823,"329904.2","Other decorative products",,
1824,"329992.0","Nonmetallic mineral products",,
1825,"33.0","PRIMARY METAL INDUSTRIES",,
1826,"331201.1","Chemicals products",,
1827,"331201.2","Other products derived from coking",,
1828,"331202.1","Blast furnace",,
1829,"331202.2","Blast furnace related products",,
1830,"331203.1","Primary finished shapes",,
1831,"331203.2","Semifinished shapes",,
1832,"331204.1","Structural products",,
1833,"331204.2","Rail mill products",,
1834,"331205.1","Bar products",,
1835,"331205.2","rod products",,
1836,"331205.3","Wire products",,
1837,"331206.1","Pipes",,
1838,"331206.2","Tubes",,
1839,"331207.1","Plate except coated products",,
1840,"331207.2","sheet except coated products",,
1841,"331207.3","Strip except coated products",,
1842,"331208.1","Steel for tool",,
1843,"331208.2","Steel for die",,
1844,"331208.3","Steel for alloys",,
1845,"331209.0","Wheels",,
1846,"331210.1","Coated products",,
1847,"331210.2","Plated products",,
1848,"331299.1","Blast furnaces",,
1849,"331299.2","Steel mills",,
1850,"331301.0","Manganese alloys",,
1851,"331302.0","Ferroalloys",,
1852,"331399.0","Electrometallurgical products",,
1853,"331501.0","Fencing made in wiredrawing plants",,
1854,"331503.1","Wire",,
1855,"331503.2","Fabricated wire products",,
1856,"331601.1","Coldrolled strip",,
1857,"331601.2","Coldrolled wire",,
1858,"331699.0","Cold finishing of steel shapes",,
1859,"331701.1","Seamless pipes",,
1860,"331701.2","Seamless tubes",,
1861,"331702.1","Welded pipe",,
1862,"331702.2","Welded tubes",,
1863,"332101.1","Cast iron pipe",,
1864,"332101.2","Cast iron fittings",,
1865,"332199.1","Gray iron foundries",,
1866,"332199.2","Ductile iron foundries",,
1867,"332499.0","Steel investment foundries",,
1868,"332599.0","Steel foundries",,
1869,"333101.0","Primary copper smelter products",,
1870,"333102.0","Refined primary copper products",,
1871,"333401.1","Aluminum ingots",,
1872,"333401.2","Aluminum slabs",,
1873,"333499.0","Primary aluminum",,
1874,"333901.1","Lead",,
1875,"333901.2","Zinc",,
1876,"333902.0","Precious metals",,
1877,"333903.1","Silicon",,
1878,"333903.2","Chromium",,
1879,"333999.0","Primary nonferrous metals",,
1880,"334101.1","Secondary lead",,
1881,"334101.2","Secondary zinc",,
1882,"334102.0","Secondary precious metals",,
1883,"334199.0","Secondary nonferrous metals",,
1884,"335101.1","Sheet from copper and copper alloy",,
