sic_code,course,status,server
225902.3,Knit dishcloths,nan,nan
225903.1,Knit curtains,nan,nan
225903.2,Knit bedding,nan,nan
225904.1,Knit girdles,nan,nan
225904.2,Knit girdle blanks,nan,nan
225999.0,Knitting mills,nan,nan
226101.0,Printing of cotton broadwoven fabrics,nan,nan
226102.1,Chemical coating of cotton broadwoven fabrics,nan,nan
226102.2,Chemical treating of cotton broadwoven fabrics,nan,nan
226103.0,Decorative finishing of cotton broadwoven fabrics,nan,nan
226199.0,Cotton finishing plants,nan,nan
226201.1,Printing manmade fiber,nan,nan
226201.2,Silk broadwoven fabrics,nan,nan
226203.0,Decorative finishing of manmade broadwoven fabrics,nan,nan
226299.1,Finishing plants,nan,nan
226901.0,Printing of narrow fabrics,nan,nan
226902.0,Chemical coating or treating of narrow fabrics,nan,nan
226903.0,Decorative finishing of narrow fabrics,nan,nan
227301.1,Aircraft floor coverings,nan,nan
227301.2,Automobile floor coverings,nan,nan
227302.0,Mats and matting,nan,nan
227303.0,Art squares,nan,nan
227304.1,Carpets hand made,nan,nan
227304.2,Carpets machine made,nan,nan
227305.1,Rugs hand made,nan,nan
227305.2,Rugs machine made,nan,nan
227399.0,Carpets and rugs,nan,nan
228101.1,Yarns spun for needle,nan,nan
228101.2,Yarns spun for handicraft,nan,nan
228102.1,Manmade spun yarns,nan,nan
228102.2,Synthetic fiber spun yarns,nan,nan
228103.1,Natural fiber spun yarns,nan,nan
228103.2,Animal fiber spun yarns,nan,nan
228104.1,Carpet spun yarns,nan,nan
228104.2,Rug spun yarns,nan,nan
228199.0,Yarn spinning mills,nan,nan
228201.1,Needle and handicraft yarns for twisting,nan,nan
228201.2,Needle and handicraft yarns for winding,nan,nan
228201.3,Needle and handicraft yarns for spooling,nan,nan
228202.1,Manmade yarns and synthetic fiber yarns for twisting.,nan,nan
228202.2,Manmade yarns and synthetic fiber yarns for winding.,nan,nan
228203.1,Natural fiber yarns and animal fiber yarns for twisting.,nan,nan
228203.2,Natural fiber yarns and animal fiber yarns for winding.,nan,nan
228203.3,Natural fiber yarns and animal fiber yarns for spooling.,nan,nan
228204.1,Carpet and rug yarns for twisting,nan,nan
228204.2,Carpet and rug yarns for winding,nan,nan
228204.3,Carpet and rug yarns for spooling,nan,nan
228299.1,Throwing mills,nan,nan
228299.2,Winding mills,nan,nan
228401.0,Thread from manmade fibers,nan,nan
228402.0,Thread from natural fibers,nan,nan
228403.0,Needle and handicraft thread,nan,nan
228499.0,Thread mills,nan,nan
229501.1,Chemically coated fabric,nan,nan
229501.2,Chemically treated fabrics,nan,nan
229502.1,Plastic coated yarns,nan,nan
229502.2,Plastic coated fabrics,nan,nan
229503.1,Varnished glass,nan,nan
229503.2,Coated fiberglass fabrics,nan,nan
229599.0,Coated fabrics not rubberized,nan,nan
229601.1,Cord for reinforcing rubber tires,nan,nan
229601.2,Fabric for reinforcing rubber tires,nan,nan
229602.1,Cord for reinforcing industrial belting,nan,nan
229602.2,Fabric for reinforcing industrial belting,nan,nan
229603.1,Cord for reinforcing fuel cells,nan,nan
229603.2,Fabric for reinforcing fuel cells,nan,nan
229799.0,Nonwoven fabrics,nan,nan
229801.1,Ropes,nan,nan
229801.2,Fiber cables,nan,nan
229802.1,Twine,nan,nan
229802.2,Cord,nan,nan
229802.3,Cordage,nan,nan
229803.1,Nets,nan,nan
229803.2,Seines,nan,nan
229803.3,Slings,nan,nan
229803.4,Insulator pads,nan,nan
229901.1,Batting,nan,nan
229901.2,Wadding,nan,nan
229901.3,Padding,nan,nan
229901.4,Fillings,nan,nan
229902.1,Felts,nan,nan
229902.2,Felt products,nan,nan
229903.1,Yarns made from nonfabric materials,nan,nan
229903.2,Thread made from nonfabric materials,nan,nan
229904.1,Textile mill waste processing,nan,nan
229904.2,Textile mill remnant processing,nan,nan
229905.1,Jute textile products,nan,nan
229906.1,Scouring of textile fibers,nan,nan
229906.2,Carbonizing of textile fibers,nan,nan
229907.1,Tops manmade processing,nan,nan
229907.2,Tops from fiber processing,nan,nan
229999.0,Textile goods,nan,nan
23.0,APPAREL AND OTHER FINISHED PRODUCTS OF FABRICS AND SIMILAR MATERIALS,nan,nan
231101.1,Tailored suits,nan,nan
231101.2,Formal jackets,nan,nan
231102.1,Coats,nan,nan
231102.2,Overcoats,nan,nan
231102.3,Vests,nan,nan
231103.1,Men's uniforms,nan,nan
232101.1,Men's dress shirts,nan,nan
232101.2,Boys' dress shirts,nan,nan
232102.1,Men's sports and polo shirts,nan,nan
232102.2,Boys' sports and polo shirts,nan,nan
232199.1,Men's furnishings,nan,nan
232199.2,Boy's furnishings,nan,nan
232299.1,Men's underwear and nightwear,nan,nan
232299.2,Boy's underwear and nightwear,nan,nan
232301.1,Men's neckties and bow ties,nan,nan
232301.2,Boys' neckties and bow ties,nan,nan
232302.1,Men's scarves,nan,nan
232302.2,Boys' scarves,nan,nan
232501.1,Men's jeans and dungarees,nan,nan
232501.2,Boys' jeans and dungarees,nan,nan
232502.1,Men's dress slacks and shorts,nan,nan
232502.2,Boys' dress slacks and shorts,nan,nan
232601.0,Work uniforms,nan,nan
232602.0,Work apparel except uniforms,nan,nan
232901.1,Men's sportswear and athletic clothing,nan,nan
232901.2,Boys' sportswear and athletic clothing,nan,nan
2329021.0,Men's leather wool and downfilled outerwear,nan,nan
232902.2,Boys' leather wool and downfilled outerwear,nan,nan
232903.1,Men's athletic uniforms,nan,nan
232903.2,Boys' athletic uniforms,nan,nan
232999.1,Men's clothing,nan,nan
232999.0,Boy's clothing,nan,nan
233199.1,Women's blouses and shirts,nan,nan
233199.2,Misses' blouses and shirts,nan,nan
233501.1,Bridal fabrics,nan,nan
233501.2,Formal gowns,nan,nan
233599.1,Women's dresses,nan,nan
233599.2,Junior's dresses,nan,nan
233599.3,Misses' dresses,nan,nan
233701.1,Women's suits and skirts,nan,nan
233701.2,Misses' suits and skirts,nan,nan
233702.1,Women's capes and jackets,nan,nan
233702.2,Misses' capes and jackets,nan,nan
233799.1,Women's suits and coats,nan,nan
233799.2,Misses' suits and coats,nan,nan
233901.1,Women's accessories,nan,nan
233901.2,Misses' accessories,nan,nan
233902.1,Women's culottes knickers and shorts,nan,nan
233902.2,Misses' culottes knickers and shorts,nan,nan
233903.1,Women's athletic clothing and sportswear,nan,nan
233903.2,Misses' athletic clothing and sportswear,nan,nan
233904.1,Women's jackets and coats,nan,nan
233904.2,Misses' jackets and coats,nan,nan
233999.1,Women's outerwear,nan,nan
233999.2,Misses' outerwear,nan,nan
234101.1,Women's nightwear,nan,nan
234101.2,Children's nightwear,nan,nan
234102.1,Women's undergarments,nan,nan
234102.2,Children's undergarments,nan,nan
234299.1,Brasand allied garments,nan,nan
234299.2,Girdlesand allied garments,nan,nan
235301.1,Uniform hats,nan,nan
235301.2,Uniform.caps,nan,nan
235399.1,Hats,nan,nan
235399.2,Caps,nan,nan
235399.3,Millinery,nan,nan
236101.1,Girls' blouses and shirts,nan,nan
236101.2,Children's blouses and shirts,nan,nan
236199.1,Girl's dresses blouses,nan,nan
236199.2,Children's dresses blouses,nan,nan
236901.1,Children's culottes,nan,nan
236901.2,Fabrics shorts,nan,nan
236902.1,Children's bathing suits,nan,nan
236902.2,Children's beachwear,nan,nan
236903.1,Children's robes,nan,nan
236903.2,Children's housecoats,nan,nan
236904.1,Children's snowsuits,nan,nan
236904.2,Children's coats,nan,nan
236904.3,Children's jackets,nan,nan
236999.1,Girl's outerwear,nan,nan
236999.2,Children's outerwear,nan,nan
237101.1,Fur coats,nan,nan
237101.2,Other fur apparel,nan,nan
237102.1,Fur linings,nan,nan
237102.2,Trimmings,nan,nan
237102.3,Neckpieces,nan,nan
237199.0,Fur goods,nan,nan
238199.1,Fabric dress,nan,nan
238199.2,Work gloves,nan,nan
238499.1,Robes,nan,nan
238499.2,Dressing gowns,nan,nan
238599.0,Waterproof outerwear,nan,nan
238601.1,Leather and sheeplined coats,nan,nan
238601.2,Leather and sheeplined hats,nan,nan
238602.0,Leather and sheeplined garments,nan,nan
238901.0,Men's miscellaneous accessories,nan,nan
238902.1,Uniforms,nan,nan
238902.2,Vestments,nan,nan
238903.0,Costumes,nan,nan
238999.1,Apparel,nan,nan
238999.2,Apparel accessories,nan,nan
239199.1,Curtains,nan,nan
239199.2,Draperies,nan,nan
239201.1,Cushions,nan,nan
239201.2,Pillows,nan,nan
239202.1,Laundry,nan,nan
239202.2,Garment,nan,nan
239202.3,Storage bags,nan,nan
239203.1,Blankets,nan,nan
239203.2,Comforters,nan,nan
239203.3,Beddings,nan,nan
239204.1,Tablecloths,nan,nan
239204.2,Table settings,nan,nan
239205.1,Towels,nan,nan
239205.2,Dishcloths,nan,nan
239205.3,Dust cloths,nan,nan
239206.1,Slip covers,nan,nan
239206.2,Pads,nan,nan
239299.0,Household furnishings,nan,nan
239301.0,Canvas bags.,nan,nan
239399.0,Textile bags,nan,nan
239401.1,Canvas awnings,nan,nan
239401.2,Canvas canopies,nan,nan
239402.1,Canvas covers,nan,nan
239402.2,Drop cloths,nan,nan
239499.1,Canvas,nan,nan
239499.2,Canvas related products,nan,nan
239501.1,Quilting,nan,nan
239501.2,Quilting supplies,nan,nan
239502.1,Embroidery,nan,nan
239502.2,Art needlework,nan,nan
239503.1,Decorative and novelty stitching:,nan,nan
239503.2,The trade,nan,nan
239504.1,Pleating and tucking:,nan,nan
239504.2,The trade,nan,nan
239599.1,Pleating,nan,nan
239599.2,Stitching,nan,nan
239601.1,Apparel,nan,nan
239601.2,Other Apparel linings,nan,nan
239602.1,Apparel findings,nan,nan
239602.2,Apparel trimmings,nan,nan
239603.1,Millinery materials,nan,nan
239603.2,Millinery.supplies,nan,nan
239604.1,Fabric printing,nan,nan
239604.2,Fabrics stamping,nan,nan
239699.1,Automotive trimmings,nan,nan
239699.2,Apparel trimmings,nan,nan
239901.1,Emblems,nan,nan
239901.2,Badges,nan,nan
239901.3,Insignia,nan,nan
239902.1,Horse textile accessories,nan,nan
239902.2,Pet textile accessories,nan,nan
239903.1,Banners,nan,nan
239903.2,Pennants,nan,nan
239903.3,Flags,nan,nan
239904.1,Belting,nan,nan
239904.2,Belt products,nan,nan
239905.1,Hand woven products,nan,nan
239905.2,Crocheted products,nan,nan
239906.1,Hammocks,nan,nan
239906.2,Other net products,nan,nan
239999.0,Fabricated textile products,nan,nan
024.0,024- WOOD AND WOOD PRODUCTS EXCEPT FURNITURE,nan,nan
241101.0,Wooden bolts hewn,nan,nan
241102.1,Poles,nan,nan
241102.2,Posts,nan,nan
241102.3,Pilings,nan,nan
241103.0,Wooden logs,nan,nan
241199.0,Logging,nan,nan
242101.1,Wood Building,nan,nan
242101.2,Wood structural materials,nan,nan
242102.1,Sawdust,nan,nan
242102.2,Shavings,nan,nan
242102.3,Wood chips,nan,nan
242103.0,Specialty sawmill products,nan,nan
242104.1,Outdoor Wood structural products,nan,nan
242199.1,Sawmills and planing mills,nan,nan
242601.1,Furniture hardwood stock,nan,nan
242601.2,Furniture hardwood parts,nan,nan
242602.1,Hardwood Blocks,nan,nan
242602.2,Hardwood blanks,nan,nan
242603.1,Stocks: gun,nan,nan
242603.2,Stocks: handle,nan,nan
242603.3,Stocks: vehicle,nan,nan
242604.1,Textile machinery,nan,nan
242604.2,Textile machinery : hardwood accessories,nan,nan
242901.1,Barrels,nan,nan
242901.2,Barrel parts,nan,nan
242902.1,Shavings.,nan,nan
242902.2,Shavings packaging excelsior,nan,nan
242903.1,Shingle,nan,nan
242903.2,Shingle mills,nan,nan
243101.1,Wood Doors,nan,nan
243101.2,Wood door parts and trim,nan,nan
243102.1,WoodWindows parts,nan,nan
243102.2,Wood window trims,nan,nan
243103.1,Ornamental and trim Moldings,nan,nan
243103.2,Ornamental and trim baseboards,nan,nan
243104.1,Wood Awnings,nan,nan
243104.2,Wood blinds,nan,nan
243104.3,Wood shutters,nan,nan
243105.1,Staircases,nan,nan
243105.2,Stairs,nan,nan
243105.3,Stairs railings,nan,nan
243106.1,Interior and ornamental woodwork,nan,nan
243106.2,Interior and ornamental trim,nan,nan
243107.1,Exterior and ornamental woodwork,nan,nan
243107.2,Exterior and ornamental trim,nan,nan
243199.0,Millwork,nan,nan
243499.1,Wood kitchencabinets,nan,nan
243599.1,Hardwood veneer,nan,nan
243599.2,Hardwood plywood,nan,nan
243699.1,Softwood veneer,nan,nan
243699.2,Softwood plywood,nan,nan
243999.0,Structural wood members,nan,nan
244101.0,Wood Boxes,nan,nan
244102.0,Wood Cases,nan,nan
244103.1,Wood Chests,nan,nan
244103.2,Wood trunks,nan,nan
245299.0,Prefabricated wood buildings,nan,nan
249101.1,Treated wood Poles,nan,nan
249101.2,Treated wood posts,nan,nan
249101.3,Treated wood pilings,nan,nan
249102.1,Treated wood bridges,nan,nan
249102.2,Treated wood trestles,nan,nan
249199.0,Wood preserving,nan,nan
249301.1,Building board,nan,nan
249301.2,Building wallboard,nan,nan
249302.0,Particleboard products,nan,nan
249303.1,Hardboard products,nan,nan
249303.2,Fiberboard products,nan,nan
249304.1,Insulation material roofing,nan,nan
249304.2,Reconstituted Wood roofing,nan,nan
249399.0,Reconstituted wood products,nan,nan
249901.0,Wood Laundry products,nan,nan
249902.1,Wood Shoe,nan,nan
249902.2,Wood boot products,nan,nan
249903.1,WoodLadders,nan,nan
249903.2,Wood stepladders,nan,nan
249904.1,Wood Picture frames,nan,nan
249904.2,Wood mirror frames,nan,nan
249905.1,Cork,nan,nan
249905.2,Cork products,nan,nan
249906.1,Wood Rulers,nan,nan
249906.2,Woodyardsticks,nan,nan
249907.1,Reed ware,nan,nan
249907.2,Rattan ware,nan,nan
249907.3,Wicker ware,nan,nan
249907.4,Willow ware,nan,nan
249908.1,Wood Handles,nan,nan
249908.2,Wood poles,nan,nan
249908.3,Wood dowels,nan,nan
249908.4,Wood stakes,nan,nan
249909.1,Wood Food handling products,nan,nan
249910.1,Wood Kitchen ware,nan,nan
249910.2,Wood bathroom ware,nan,nan
249910.3,Wood household ware,nan,nan
249911.1,Decorative Wood,nan,nan
249911.2,Decorative woodwork,nan,nan
249912.1,Wood Spools,nan,nan
249912.2,Wood reels,nan,nan
249912.3,Wood pulleys,nan,nan
249913.1,Wood mulch,nan,nan
249913.2,Wood sawdust products,nan,nan
249914.1,Wood Mallets,nan,nan
249914.2,Wood hammers,nan,nan
249914.3,Wood clubs,nan,nan
249915.1,Wood Stoppers,nan,nan
249915.2,Wood plugs,nan,nan
249916.1,Wood Fencing,nan,nan
249916.2,Wood docks,nan,nan
249916.3,Other outdoor wood structural products,nan,nan
249999.0,Wood products,nan,nan
25.0,FURNITURE AND ACCESSORIES,nan,nan
251101.0,Wood bedroom furniture,nan,nan
251102.1,Kitchen furniture,nan,nan
251102.2,Dining room furniture,nan,nan
251103.0,Children's wood furniture,nan,nan
251104.0,Wood game room furniture,nan,nan
251105.1,Wood desks,nan,nan
251105.2,Wood bookcases,nan,nan
251105.3,Wood magazine racks,nan,nan
251106.1,Wood stands,nan,nan
251106.2,Wood chests,nan,nan
251107.1,Wood lawn,nan,nan
251107.2,Wood garden furniture,nan,nan
251199.0,Wood household furniture,nan,nan
251201.1,Wood upholstered chairs,nan,nan
251201.2,Wood couches,nan,nan
251299.0,Upholstered household furniture,nan,nan
251401.0,Metal bedroom furniture,nan,nan
251402.1,Metal kitchen furniture,nan,nan
251403.0,Metal children's furniture,nan,nan
251404.0,Metal game room furniture,nan,nan
251405.1,Metal bookcases,nan,nan
251405.2,Stereo cabinets,nan,nan
251406.1,Lawn metal furniture,nan,nan
251406.2,Garden metal furniture,nan,nan
251499.0,Metal household furniture,nan,nan
251501.0,Mattresses and foundations,nan,nan
251502.0,Furniture springs,nan,nan
251503.0,Sleep furniture,nan,nan
251799.1,Wood television,nan,nan
251799.2,Radio cabinets,nan,nan
251901.1,Lawn furniture,nan,nan
251901.2,Garden furniture,nan,nan
251902.2,Rattan furniture,nan,nan
251903.1,Fiberglass furniture,nan,nan
251903.2,Plastic furniture,nan,nan
251999.0,Household furniture,nan,nan
252101.1,Wood office chairs,nan,nan
252101.2,Wood office benches,nan,nan
252101.3,Wood office stools,nan,nan
252102.1,Wood office filing cabinets,nan,nan
252102.2,Wood office bookcases,nan,nan
252103.1,Wood office desks,nan,nan
252103.2,Wood office tables,nan,nan
252199.0,Wood office furniture,nan,nan
252201.1,Office chairs,nan,nan
252201.2,Office benches,nan,nan
252201.3,Office tools,nan,nan
252202.1,Office bookcases,nan,nan
252202.2,Office wallcases,nan,nan
252202.3,Office partitions,nan,nan
252203.1,Office cabinets,nan,nan
252203.2,Office filing drawers,nan,nan
252204.1,Office desks,nan,nan
252204.2,Office tables except wood,nan,nan
253101.0,School furniture,nan,nan
253102.0,Church furniture,nan,nan
253103.0,Vehicle furniture,nan,nan
253104.0,Stadium furniture,nan,nan
253199.1,Public building,nan,nan
253199.2,Public building related furniture,nan,nan
254101.1,Store display cases and fixtures,nan,nan
254101.2,Office display cases and fixtures,nan,nan
254102.1,Cabinets,nan,nan
254102.2,Lockers,nan,nan
254102.3,Shelving,nan,nan
254103.1,Counter tops,nan,nan
254103.2,Sink tops,nan,nan
254199.1,Nonwood Partitions,nan,nan
254199.2,Nonwood fixtures,nan,nan
254201.1,Postal lock boxes,nan,nan
254201.2,Mail racks,nan,nan
254201.3,Postal related products.,nan,nan
254202.1,Office showcases and display fixtures,nan,nan
259101.1,Shade hardware,nan,nan
259101.2,Curtain hardware,nan,nan
259101.3,Drapery hardware,nan,nan
259102.0,Window blinds,nan,nan
259103.0,Window shades,nan,nan
259901.1,Factory furniture,nan,nan
259901.2,Factory fixtures,nan,nan
259902.1,Bar furniture,nan,nan
259902.2,Restaurant furniture,nan,nan
259902.3,Cafeteria furniture,nan,nan
259903.0,Beds not household use,nan,nan
259999.1,Furniture,nan,nan
259999.2,Fixtures,nan,nan
26.0,PAPER AND RELATED PRODUCTS,nan,nan
261101.0,Pulp mills chemical and semichemical processing,nan,nan
261102.0,Pulp mills dissolving pulp processing,nan,nan
261103.0,Pulp mills mechanical and recycling processing,nan,nan
261199.0,Pulp mills,nan,nan
262101.1,Paper and stock Towels,nan,nan
262101.2,Paper and stock tissues,nan,nan
262101.3,Paper and stock napkins,nan,nan
262102.1,Parchment papers,nan,nan
262102.2,Securites papers,nan,nan
262102.3,Bank note papers,nan,nan
262103.1,Specialty papers,nan,nan
262103.2,Chemically treated papers,nan,nan
262104.1,Book papers,nan,nan
262104.2,Printing papers,nan,nan
262105.1,Poster papers,nan,nan
262105.2,Art papers,nan,nan
262106.1,Stationary,nan,nan
262106.2,Envelope,nan,nan
262106.3,Tablet papers,nan,nan
262107.1,Catalog papers,nan,nan
262107.2,Magazine papers,nan,nan
262107.3,Newsprint papers,nan,nan
262108.1,Wrapping papers,nan,nan
262108.2,Packaging papers,nan,nan
262109.1,Building paper felts and insulation siding,nan,nan
262109.2,Roofing paper felts and insulation siding,nan,nan
262110.1,Pressed pulp and fiber products,nan,nan
262110.2,Molded pulp and fiber products,nan,nan
262199.0,Paper mills,nan,nan
263101.0,Linerboard,nan,nan
263102.1,Innersole,nan,nan
263102.2,Shoe board,nan,nan
263103.1,Container,nan,nan
263103.2,Packaging,nan,nan
263103.3,Boxboard,nan,nan
263104.1,Coated board,nan,nan
263104.2,Treated board,nan,nan
263105.1,Cardboard,nan,nan
263105.2,Tagboard,nan,nan
263105.3,Strawboard,nan,nan
263199.0,Paperboard mills,nan,nan
265299.0,Setup paperboard boxes,nan,nan
265301.1,Corrugated boxes,nan,nan
265301.2,Corrugated partitions,nan,nan
265301.3,Corrugated sheets,nan,nan
265301.4,Corrugated pad,nan,nan
265302.1,Solid fiber boxes,nan,nan
265302.2,Solid fiber partitions,nan,nan
265302.4,Solid fiber sheets,nan,nan
265501.1,Fiber spools,nan,nan
265501.2,Fiber tubes,nan,nan
265501.3,Fiber cones,nan,nan
265502.1,Fiber cans,nan,nan
265502.2,Fiber drums,nan,nan
265502.3,Iber containers,nan,nan
265503.1,Fiber shipping containers,nan,nan
265503.2,Fiber mailing containers,nan,nan
265504.1,Fiber cores,nan,nan
265504.2,Fiber reels,nan,nan
265599.1,Fiber cans,nan,nan
265599.2,Fiber drums,nan,nan
265599.3,Similar Fiber products,nan,nan
265601.1,Paper cups,nan,nan
265601.2,Paper plates,nan,nan
265601.3,Paper dishes,nan,nan
265601.4,Paper utensils,nan,nan
265602.1,Frozen food containers,nan,nan
265602.2,Ice cream containers,nan,nan
265603.1,Food containers (liquid tight),nan,nan
265603.2,Milk cartons,nan,nan
265799.0,Folding paperboard boxes,nan,nan
267199.1,Paper coated packaging,nan,nan
267199.2,Paper laminated packaging,nan,nan
267201.1,Chemically treated papers made from purchased materials,nan,nan
267202.1,Adhesive papers,nan,nan
267202.2,Adhesive labels,nan,nan
267202.3,Adhesive tapes,nan,nan
267299.1,Paper coated,nan,nan
267299.2,Paper laminated,nan,nan
267301.1,Garment bags,nan,nan
267301.2,Wardrobe bags,nan,nan
267302.1,Food storage,nan,nan
267302.2,Trash bags,nan,nan
267303.1,Plastic bags,nan,nan
267303.2,Pliofilm bags,nan,nan
267399.1,Plastic bags,nan,nan
267399.2,Laminated bags,nan,nan
267399.3,Coated bags,nan,nan
267401.1,Shipping bags or Sacks,nan,nan
267401.2,Shopping bags or Sacks,nan,nan
267499.1,Uncoated paper bags,nan,nan
267499.2,Uncoated multiwall bags,nan,nan
267501.1,Diecut cardboard cutouts,nan,nan
267501.2,Diecut panels,nan,nan
267501.3,Diecut foundations,nan,nan
267502.1,Diecut cards,nan,nan
267502.2,Diecut folders,nan,nan
267502.3,Diecut mats,nan,nan
267503.1,Diecut stencils Diecut,nan,nan
267503.2,Diecut lettering materials,nan,nan
267504.1,Food container products from diecut paper,nan,nan
267504.2,Diecut paper Food container parts,nan,nan
267599.1,Diecut paper,nan,nan
267599.2,Diecut board,nan,nan
267601.1,Towels tissue paper,nan,nan
267601.2,Napkins tissue paper,nan,nan
267601.3,Other tissue paper products,nan,nan
267602.1,Feminine higiene paper products,nan,nan
267603.1,Infant paper products,nan,nan
267603.2,Baby paper products,nan,nan
267801.1,Memorandum books,nan,nan
267801.2,Notebooks,nan,nan
267801.3,Looseleaf filler paper,nan,nan
267802.1,Tablets,nan,nan
267802.2,Pads,nan,nan
267803.1,Papeteries,nan,nan
267803.2,Writing paper sets,nan,nan
267901.1,Pressed fiber products,nan,nan
267901.2,Molded pulp products,nan,nan
267902.1,Food dishes,nan,nan
267902.2,Food utensils,nan,nan
267902.3,Pressed and molded Pulp,nan,nan
267903.0,Wallpaper,nan,nan
267904.1,Paper tags,nan,nan
267904.2,Paper labels,nan,nan
267905.1,Gift wrap paper,nan,nan
267905.2,Gift novelties paper,nan,nan
267906.1,Telegraph paper,nan,nan
267906.2,Teletype paper,nan,nan
267906.3,Adding machine paper,nan,nan
267907.1,Building paper,nan,nan
267907.2,Insulating paper,nan,nan
267907.3,Packaging paper,nan,nan
267908.1,Building paperboard,nan,nan
267908.2,Insulating paperboard,nan,nan
267908.3,Packaging paperboard,nan,nan
267909.0,Non diecut cardboard products,nan,nan
267999.0,Converted paper products,nan,nan
27.0,PRINTING PUBLISHING AND ALLIED INDUSTRIES,nan,nan
271101.1,Newspapers,nan,nan
271101.2,Newspapers publishing,nan,nan
271101.3,Newspapers printing,nan,nan
271199.0,Newspapers,nan,nan
272101.0,Periodicals publishing only,nan,nan
272102.0,Periodicals publishing and printing,nan,nan
273101.0,Books publishing only,nan,nan
273102.0,Books publishing and printing,nan,nan
273201.0,Books printing only,nan,nan
273202.0,Books printing and binding,nan,nan
274101.1,Art copy,nan,nan
274101.2,Poster publishing,nan,nan
274102.1,Atlas publishing,nan,nan
274102.2,Map publishing,nan,nan
274102.3,Guide publishing,nan,nan
274103.1,Telephone publishing,nan,nan
274103.2,Other telephone directory publishing,nan,nan
274104.1,Music book publishing,nan,nan
274104.2,Sheet music publishing,nan,nan
274105.0,Newsletter publishing,nan,nan
274106.1,Technical manual,nan,nan
274106.2,Technical paper publishing,nan,nan
274199.0,Miscellaneous publishing,nan,nan
275201.1,Offset printing,nan,nan
275201.2,Photolithographic printing,nan,nan
275202.0,Promotional lithographic printing,nan,nan
275203.1,Business form lithographic printing,nan,nan
275203.2,Card lithographic printing,nan,nan
275204.1,Calendar lithographic printing,nan,nan
275204.2,Card lithographic printing,nan,nan
275205.1,Atlas lithographic printing,nan,nan
275205.2,Map lithographic printing,nan,nan
275206.1,Poster lithographic printing,nan,nan
275206.2,Decal lithographic printing,nan,nan
275207.1,Tag lithographic printing,nan,nan
275207.3,Schedule lithographic printing,nan,nan
275208.1,Wrapper lithographic printing,nan,nan
275208.2,Seal lithographic printing,nan,nan
275209.0,Publication lithographic printing,nan,nan
275299.0,Commercial lithographic printing,nan,nan
275401.1,Photogravure printing,nan,nan
275401.2,Rotogravure printing,nan,nan
275402.1,Business form printing gravure,nan,nan
275402.2,Business card printing gravure,nan,nan
275403.1,Calendar printing gravure,nan,nan
275403.2,Calendar card printing gravure,nan,nan
275404.1,Wrapper printing gravure,nan,nan
275404.2,Seal printing gravure,nan,nan
275405.0,Publication printing gravure,nan,nan
275406.0,Promotional printing gravure,nan,nan
275407.1,Stationery printing gravure,nan,nan
275407.2,Invitation printing gravure,nan,nan
275499.0,Commercial printing gravure,nan,nan
275901.1,Financial note printing and engraving.,nan,nan
275901.2,Certificate printing and engraving,nan,nan
275902.0,Card printing and engraving.,nan,nan
275903.0,Promotional printing,nan,nan
275904.0,Publication printing,nan,nan
275905.1,Invitation printing and engraving.,nan,nan
275905.2,Stationery printing and engraving,nan,nan
275906.1,Letterpress printing,nan,nan
275906.2,Screen printing,nan,nan
275907.1,Bag printing and engraving,nan,nan
275907.2,Wrapper printing and engraving.,nan,nan
275907.3,Seal printing and engraving.,nan,nan
275908.1,Poster printing and engraving,nan,nan
275908.2,Decal printing and engraving,nan,nan
275909.1,Schedule printing and engraving,nan,nan
275909.2,Ticket printing and engraving,nan,nan
275909.3,Tag printing and engraving,nan,nan
275999.0,Commercial printing,nan,nan
276199.0,Manifold business forms,nan,nan
278201.1,Ledger books,nan,nan
278201.2,Inventory books,nan,nan
278201.3,Account books,nan,nan
278202.1,Scrapbooks,nan,nan
278202.2,Albums,nan,nan
278202.3,Diaries,nan,nan
278203.1,Looseleaf binders,nan,nan
278203.2,Looseleaf devices,nan,nan
278204.1,Receipt books,nan,nan
278204.2,Invoice books,nan,nan
278204.3,Memorandum books,nan,nan
278205.1,Bank checkbooks,nan,nan
278205.2,Bank passbooks,nan,nan
278299.1,Blankbooks,nan,nan
278299.2,Looseleaf binders,nan,nan
278901.0,Display mounting,nan,nan
278902.1,Books bronzing gilding edging and deckling,nan,nan
278902.2,Cards bronzing gilding edging and deckling,nan,nan
278902.3,Paper bronzing gilding edging and deckling,nan,nan
278903.1,Binding and repair of books,nan,nan
278903.2,Binding and repair of magazines,nan,nan
278903.3,Binding and repair of pamphlets,nan,nan
278999.1,Bookbinding,nan,nan
278999.2,Bookbinding related work,nan,nan
279101.0,Hand composition typesetting,nan,nan
279199.0,Typesetting,nan,nan
279601.0,Gravure platemaking services,nan,nan
279602.0,Engraving platemaking services,nan,nan
279699.0,Platemaking services,nan,nan
28.0,CHEMICAL PRODUCTS AND ALLIES,nan,nan
281299.2,Chlorine,nan,nan
281301.0,Carbon dioxide,nan,nan
281399.0,Industrial gases,nan,nan
281601.0,White pigments,nan,nan
281602.0,Color pigments,nan,nan
281603.0,Black pigments,nan,nan
281699.0,Inorganic pigments,nan,nan
281901.0,Elements,nan,nan
281902.0,Inorganic acids except nitric and phosphoric,nan,nan
281903.0,Aluminum compounds,nan,nan
281904.1,Sodium compounds . except bleaches alkalies aluminum,nan,nan
281904.2,Potassium compounds except bleaches alkalies aluminum,nan,nan
