sic_code,course_name,title,description,url,total_words
604(0026),Shadows,EPN2020-RI EUROPLANET 2020 Research Infrastructure,EUROPLANET 2020 Research Infrastructure | EPN2020-RI | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 EUROPLANET 2020 Research Infrastructure EUROPLANET 2020 Research I,https://cordis.europa.eu/project/id/654208,Total words: 6986 | Shadows: 1
604(0026),Shadows,HAUITCC Habitable Air: Urban Inequality in the Time of Climate Change,Habitable Air: Urban Inequality in the Time of Climate Change | HAUITCC | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Habitable Air: Urban Inequality in the Time of,https://cordis.europa.eu/project/id/101031142,Total words: 1522 | Shadows: 1
604(0026),Shadows,Origins From Planet-Forming Disks to Giant Planets,From Planet-Forming Disks to Giant Planets | Origins | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 From Planet-Forming Disks to Giant Planets From Planet-Forming Dis,https://cordis.europa.eu/project/id/832428,Total words: 1703 | Shadows: 1
604(0026),Shadows,Archived PHIOR Photometric Robust Features for Object Recognition in Colour Images,Photometric Robust Features for Object Recognition in Colour Images | PHIOR | Project | Fact Sheet | FP6 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP6 Photometric Robust Features for Object Recognit,https://cordis.europa.eu/project/id/25824,Total words: 1357 | Shadows: 1
604(0026),Shadows,Archived Final Report Summary - PRI-SCI-NET (Networking Primary Science Educators as a means to provide training and professional development in Inquiry Based Teaching),Networking Primary Science Educators as a means to provide training and professional development in Inquiry Based Teaching | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 Networking Primary Scie,https://cordis.europa.eu/project/id/266647/reporting,Total words: 6113 | Shadows: 2
604(0026),Shadows,Periodic Reporting for period 2 - LYO-CHECK (Automatic inspection of lyophilized preparations through innovative ICT control system),Automatic inspection of lyophilized preparations through innovative ICT control system | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Automatic inspection of lyophilized preparations throug,https://cordis.europa.eu/project/id/738523/reporting,Total words: 1733 | Shadows: 1
604(0026),Shadows,"Archived IAGPH ""Indeterminacy and Argument in Greek Philosophy: An Alternative Metaphysics in Protagoras, Pyrrho and in the Socratic Schools (traditionally named as 'minor').""","&quot;Indeterminacy and Argument in Greek Philosophy: An Alternative Metaphysics in Protagoras, Pyrrho and in the Socratic Schools (traditionally named as &#039;minor&#039;).&quot; | IAGPH | Project | Fact Sheet | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &am",https://cordis.europa.eu/project/id/276176,Total words: 1352 | Shadows: 1
604(0026),Shadows,Archived IWASAWA Iwasawa theory of p-adic Lie extensions,Iwasawa theory of p-adic Lie extensions | IWASAWA | Project | Fact Sheet | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 Iwasawa theory of p-adic Lie extensions Content archived on 2024-05-28 Iw,https://cordis.europa.eu/project/id/202305,Total words: 1362 | Shadows: 1
604(0026),Shadows,Periodic Reporting for period 1 - MadByz (Being ‘Mad’ in Byzantium. Toward a History of Mental Disorders in Early and Middle Greek Middle Ages),Being ‘Mad’ in Byzantium. Toward a History of Mental Disorders in Early and Middle Greek Middle Ages | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Being ‘Mad’ in Byzantium. Toward a Histor,https://cordis.europa.eu/project/id/897297/reporting,Total words: 1784 | Shadows: 1
604(0026),Shadows,34. Food – a catalyst for change,34. Food – a catalyst for change | News | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home Videos &amp; Podcasts 34. Food – a catalyst for change Article Category Article available in the following languages: DE EN ES FR IT PL 34. F,https://cordis.europa.eu/article/id/450007-food-a-catalyst-for-change,Total words: 6721 | Shadows: 2
604(0026),Shadows,Archived Final Report Summary - THERMOLIDAR (A new tool for sustainable forest management based on LiDAR (Laser Imaging Detection And Ranging) and THERMAL data integration),A new tool for sustainable forest management based on LiDAR (Laser Imaging Detection And Ranging) and THERMAL data integration | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 A new tool for sust,https://cordis.europa.eu/project/id/315165/reporting,Total words: 13934 | Shadows: 2
604(0026),Shadows,Archived Final Report Summary - OPTI-CLEAN (Effective and reliable optical system for cleaning validation in pharmaceuticals manufacture),Effective and reliable optical system for cleaning validation in pharmaceuticals manufacture | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 Effective and reliable optical system for cleaning va,https://cordis.europa.eu/project/id/285836/reporting,Total words: 19320 | Shadows: 1
604(0026),Shadows,Archived Final Report Summary - CTA-VLC COMPARISON (Catania and Valencia’s way to modernity. A multidisciplinary comparison between two port cities within Mediterranean Europe (1850-1915)),Catania and Valencia’s way to modernity. A multidisciplinary comparison between two port cities within Mediterranean Europe (1850-1915) | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 Catania an,https://cordis.europa.eu/project/id/330904/reporting,Total words: 2370 | Shadows: 2
604(0026),Shadows,"Archived GREY ""Out of the shadows: developing capacities and capabilities for tackling undeclared work in Bulgaria, Croatia and FYR Macedonia""","&quot;Out of the shadows: developing capacities and capabilities for tackling undeclared work in Bulgaria, Croatia and FYR Macedonia&quot; | GREY | Project | Fact Sheet | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Proj",https://cordis.europa.eu/project/id/611259,Total words: 1233 | Shadows: 3
604(0026),Shadows,Archived Trending Science: So close! How the dinosaurs could have survived,Trending Science: So close! How the dinosaurs could have survived | News | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home News Trending Science: So close! How the dinosaurs could have survived Article Category Content archived on,https://cordis.europa.eu/article/id/122338-trending-science-so-close-how-the-dinosaurs-could-have-survived,Total words: 1256 | Shadows: 1
604(0026),Shadows,Periodic Reporting for period 2 - StronGrHEP (Strong Gravity and High-Energy Physics),Strong Gravity and High-Energy Physics | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Strong Gravity and High-Energy Physics Strong Gravity and High-Energy Physics Reporting Fact Sheet Resu,https://cordis.europa.eu/project/id/690904/reporting,Total words: 1964 | Shadows: 2
604(0026),Shadows,Archived Online resource provides insights into perceptions of populist ideas,Online resource provides insights into perceptions of populist ideas | News | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home News Online resource provides insights into perceptions of populist ideas Article Category Content archiv,https://cordis.europa.eu/article/id/117952-online-resource-provides-insights-into-perceptions-of-populist-ideas,Total words: 1024 | Shadows: 1
604(0026),Shadows,Archived Youth and radical politics,"Youth and radical politics | MYPLACE Project | Results in Brief | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 Memory, Youth, Political Legacy And Civic Engagement Content archived on 2024-06-1",https://cordis.europa.eu/article/id/188705-youth-and-radical-politics,Total words: 1109 | Shadows: 1
604(0026),Shadows,"Archived Final Report Summary - MYPLACE (Memory, Youth, Political Legacy And Civic Engagement)","Memory, Youth, Political Legacy And Civic Engagement | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 Memory, Youth, Political Legacy And Civic Engagement Content archived on 2024-06-18 Memory, Y",https://cordis.europa.eu/project/id/266831/reporting,Total words: 17705 | Shadows: 1
604(0026),Shadows,"Archived Final Report Summary - GREY (Out of the shadows: developing capacities and capabilities for tackling undeclared work in Bulgaria, Croatia and FYR Macedonia)","&quot;Out of the shadows: developing capacities and capabilities for tackling undeclared work in Bulgaria, Croatia and FYR Macedonia&quot; | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 &quot;O",https://cordis.europa.eu/project/id/611259/reporting,Total words: 1671 | Shadows: 4
604(0026),Shadows,Archived African architecture emerges from the shadows,African architecture emerges from the shadows | AFROBRIDGE Project | Results in Brief | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 The African connection and post-war design principles in arc,https://cordis.europa.eu/article/id/191091-african-architecture-emerges-from-the-shadows,Total words: 1140 | Shadows: 3
604(0026),Shadows,Archived Final Report Summary - AFROBRIDGE (The African connection and post-war design principles in architecture: the intellectual bridge to Europe and the USA),The African connection and post-war design principles in architecture: the intellectual bridge to Europe and the USA | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 The African connection and po,https://cordis.europa.eu/project/id/327261/reporting,Total words: 2081 | Shadows: 1
604(0026),Shadows,Archived Final Report Summary - BIO_SOS (BIOdiversity Multi-Source Monitoring System: from Space TO Species),BIOdiversity Multi-Source Monitoring System: from Space TO Species | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 BIOdiversity Multi-Source Monitoring System: from Space TO Species Content arch,https://cordis.europa.eu/project/id/263435/reporting,Total words: 8487 | Shadows: 1
604(0026),Shadows,Archived Biodiversité: Un nouveau pacte pour la nature,Biodiversité: Un nouveau pacte pour la nature | Magazine | CORDIS | Commission européenne Skip to main content (s’ouvre dans une nouvelle fenêtre) Connexion Connexion français français Veuillez choisir une langue Fermer Langues de CORDIS: es español de Deutsch en English fr français it italiano pl polski Traduction automatique: Ceci est une traduction automatique fournie par le service eTranslation de la Commission européenne destinée à faciliter la compréhension de cette page. Veuillez lire les conditions d’utilisation . български español čeština dansk Deutsch eesti ελληνικά English français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Traduire Recherche Recherche Recherche Recherche CORDIS - Résultats de la recherche de l’UE CORDIS Menu Fermer Menu Back Previous items Next items Accueil Packs thématiques Projets et résultats Vidéos et podcasts Actualités Datalab Recherche Accueil Re,https://cordis.europa.eu/article/id/418089-biodiversity-new-deal-for-nature/fr,Total words: 1829 | Shadows: 1
604(0026),Shadows,Archived Final Report Summary - ISAC (Information Service on Agricultural Change),Information Service on Agricultural Change | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 Information Service on Agricultural Change Content archived on 2024-06-18 Information Service on Agricu,https://cordis.europa.eu/project/id/262937/reporting,Total words: 11087 | Shadows: 1
604(0026),Shadows,Archived Final Report Summary - BIOCHIPFEEDING (Wood chip feeding technology of the future for small-scale biomass boilers),Wood chip feeding technology of the future for small-scale biomass boilers | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 Wood chip feeding technology of the future for small-scale biomass boil,https://cordis.europa.eu/project/id/606464/reporting,Total words: 10426 | Shadows: 1
604(0026),Shadows,Periodic Reporting for period 2 - InAndOut (Towards a complete understanding of young embedded disks),Towards a complete understanding of young embedded disks | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Towards a complete understanding of young embedded disks Towards a complete understan,https://cordis.europa.eu/project/id/897524/reporting,Total words: 1858 | Shadows: 2
604(0026),Shadows,Tackling Undeclared Work in the European Union,"Download This Paper Open PDF in Browser Add Paper to My Library Share: Permalink Using these links will ensure access to this page indefinitely Copy URL Copy DOI Tackling Undeclared Work in the European Union 19 Pages Posted: 19 Aug 2019 See all articles by Ioana Alexandra HorodnicIoana Alexandra HorodnicAlexandru Ioan Cuza University of IasiColin WilliamsUniversity of Sheffield - School of Management Date Written: August 14, 2019 Abstract Undeclared work represents a persistent feature of contemporary economies and results in lost public revenue, lack of worker protection and unfair competition for legitimate businesses. Conventionally, undeclared work has been viewed as an individual criminal act, which is solved by governments increasing the penalties and risks of detection in order to discourage participation. This, however, only deals with the outcome (i.e., participation in undeclared work) and does not address the drivers of this behaviour. This report explores the formal instit",https://www.doi.org/10.2139/ssrn.3437406,Total words: 578 | Shadows: 1
604(0026),Shadows,Evaluating working conditions in the informal economy: Evidence from the 2015 European Working Conditions Survey,"International Sociology Impact Factor: / 5-Year Impact Factor: Journal Homepage Submission Guidelines ContentsAbstractReferencesBiographiesGet accessMoreAbstractAbstractAlthough it is widely held that working conditions in the informal economy are worse than in the formal economy, little evidence has been so far provided. The aim of this article is to fill this lacuna by comparing the working conditions of informal employees with formal employees using the 2015 European Working Conditions Survey. Multilevel mixed-effects logistic regression analysis provides a nuanced and variegated appreciation of which working conditions are worse for informal employees, which are no different, and which are better for informal than formal employees. The article concludes by discussing the theoretical and policy qu’il soit largement admis que les conditions de travail dans l’économie informelle sont moins bonnes que dans l’économie formelle, peu de preuves ont ét",https://www.doi.org/10.1177/0268580919836666,Total words: 3006 | Shadows: 1
604(0026),Shadows,Institutional Asymmetry and the Acceptability of Undeclared Work,"Download This Paper Open PDF in Browser Add Paper to My Library Share: Permalink Using these links will ensure access to this page indefinitely Copy URL Copy DOI Institutional Asymmetry and the Acceptability of Undeclared Work SHADOWS Working Paper no. 01-2019 55 Pages Posted: 12 Feb 2019 See all articles by Ioana Alexandra HorodnicIoana Alexandra HorodnicAlexandru Ioan Cuza University of IasiColin WilliamsUniversity of Sheffield - School of Management Date Written: January 31, 2019 Abstract This report is part of the project SHADOWS which aims to investigate the effectiveness of different policy measures in reducing undeclared work. As such, the project evaluates not only the effectiveness of using a rational economic actor approach (that tackles undeclared work by ensuring that the payoff from undeclared work is outweighed by the costs), and a social actor approach (grounded in a view that undeclared work arises when tax morale is low), but also analyses the interaction effects (betw",https://www.doi.org/10.2139/ssrn.3327379,Total words: 716 | Shadows: 3
604(0026),Shadows,Do Deterrents Prevent Undeclared Work? An Evaluation of the Rational Economic Actor Approach,"Download This Paper Open PDF in Browser Add Paper to My Library Share: Permalink Using these links will ensure access to this page indefinitely Copy URL Copy DOI Do Deterrents Prevent Undeclared Work? An Evaluation of the Rational Economic Actor Approach 11 Pages Posted: 31 Jan 2018 See all articles by Ioana Alexandra HorodnicIoana Alexandra HorodnicAlexandru Ioan Cuza University of IasiColin WilliamsUniversity of Sheffield - School of Management Date Written: January 24, 2018 Abstract Across the member states of the European Union and beyond, paid transactions occur that are not declared to the state for tax, social security and/or labour law purposes when they should be declared. This is not a minority practice. The undeclared economy is estimated to be equivalent to per cent of the EU28 GDP in 2016. Similarly, it is estimated that per cent of total labour input in the private sector in the EU28 is undeclared and that undeclared work constitutes on average per cent of g",https://www.doi.org/10.2139/ssrn.3108375,Total words: 727 | Shadows: 1
