sic_code,course_name,title,description,url,total_words
604(0006),Drawing,IFAMID Institutional Family Demography,Institutional Family Demography | IFAMID | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Institutional Family Demography Institutional Family Demography Fact Sheet Fac,https://cordis.europa.eu/project/id/694145,Total words: 1552 | Drawing: 2
604(0006),Drawing,HyCool Industrial Cooling through Hybrid system based on Solar Heat,Industrial Cooling through Hybrid system based on Solar Heat | HyCool | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Industrial Cooling through Hybrid system based on,https://cordis.europa.eu/project/id/792073,Total words: 3996 | Drawing: 1
604(0006),Drawing,TACK Communities of Tacit Knowledge: Architecture and its Ways of Knowing,Communities of Tacit Knowledge: Architecture and its Ways of Knowing | TACK | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Communities of Tacit Knowledge: Architectur,https://cordis.europa.eu/project/id/860413,Total words: 2809 | Drawing: 1
604(0006),Drawing,GEL-SYS Smart HydroGEL SYStems – From Bioinspired Design to Soft Electronics and Machines,Smart HydroGEL SYStems – From Bioinspired Design to Soft Electronics and Machines | GEL-SYS | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Smart HydroGEL SYStems – Fr,https://cordis.europa.eu/project/id/757931,Total words: 1610 | Drawing: 1
604(0006),Drawing,"PASTRES Pastoralism, Uncertainty and Resilience: Global Lessons from the Margins","Pastoralism, Uncertainty and Resilience: Global Lessons from the Margins | PASTRES | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Pastoralism, Uncertainty and Resilie",https://cordis.europa.eu/project/id/740342,Total words: 1745 | Drawing: 1
604(0006),Drawing,OPSI Development of Public Sector Innovation Observatory,Development of Public Sector Innovation Observatory | OPSI | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Development of Public Sector Innovation Observatory Developm,https://cordis.europa.eu/project/id/671526,Total words: 1259 | Drawing: 1
604(0006),Drawing,Periodic Reporting for period 1 - 4P-CAN (Personalized CANcer Primary Prevention research through Citizen Participation and digitally enabled social innovation),Personalized CANcer Primary Prevention research through Citizen Participation and digitally enabled social innovation | HORIZON | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results Horizon Europe Personalized,https://cordis.europa.eu/project/id/101104432/reporting,Total words: 1471 | Drawing: 2
604(0006),Drawing,MENHIR Mental health monitoring through interactive conversations,Mental health monitoring through interactive conversations | MENHIR | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Mental health monitoring through interactive conver,https://cordis.europa.eu/project/id/823907,Total words: 2336 | Drawing: 1
604(0006),Drawing,Archived HACS Hot and Cool Science - Researchers' Night 2007 in Mainz,Hot and Cool Science - Researchers&#039; Night 2007 in Mainz | HACS | Project | Fact Sheet | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 Hot and Cool Science - Researchers&#039; Night 2007 in,https://cordis.europa.eu/project/id/200247,Total words: 1497 | Drawing: 2
604(0006),Drawing,Archived Final Report Summary - POLYTANK (Development and Validation of an automated Ultrasonic system for the Non-Destructive Evaluation (NDE) of welded joints in thermoplastic storage tanks),Development and Validation of an automated Ultrasonic system for the Non-Destructive Evaluation (NDE) of welded joints in thermoplastic storage tanks | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results,https://cordis.europa.eu/project/id/313950/reporting,Total words: 13100 | Drawing: 1
604(0006),Drawing,DEJMENA Decolonial Enviromental Justice: from the Middle East and North Africa to North America,Decolonial Enviromental Justice: from the Middle East and North Africa to North America | DEJMENA | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Decolonial Enviroment,https://cordis.europa.eu/project/id/101024045,Total words: 1759 | Drawing: 1
604(0006),Drawing,MYSTICETI The oldest and the rarest - combining insight from both hemispheres to gain a global picture of baleen whale origins and macroevolution,The oldest and the rarest - combining insight from both hemispheres to gain a global picture of baleen whale origins and macroevolution | MYSTICETI | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home …,https://cordis.europa.eu/project/id/656010,Total words: 1593 | Drawing: 1
604(0006),Drawing,RHEAL Religion and Healing: Collaborative and Participatory Methodologies,Religion and Healing: Collaborative and Participatory Methodologies | RHEAL | Project | Fact Sheet | HORIZON | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results Horizon Europe Religion and Healing: Collaborat,https://cordis.europa.eu/project/id/101236435,Total words: 3401 | Drawing: 1
604(0006),Drawing,InnoRenew CoE Renewable materials and healthy environments research and innovation centre of excellence (InnoRenew CoE),Renewable materials and healthy environments research and innovation centre of excellence (InnoRenew CoE) | InnoRenew CoE | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H20,https://cordis.europa.eu/project/id/664331,Total words: 2593 | Drawing: 1
604(0006),Drawing,Archived SESyP Identifying Social-Ecological System Properties Benefiting Biodiversity and Food Security,Identifying Social-Ecological System Properties Benefiting Biodiversity and Food Security | SESyP | Project | Fact Sheet | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 Identifying Social-Ecolog,https://cordis.europa.eu/project/id/614278,Total words: 1397 | Drawing: 2
604(0006),Drawing,Archived PAPER++ Paper++,Paper++ | PAPER++ | Project | Fact Sheet | FP5 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP5 Paper++ Content archived on 2024-05-15 Paper++ Fact Sheet Fact Sheet Fact Sheet Project Information PAPER,https://cordis.europa.eu/project/id/IST-2000-26130,Total words: 1892 | Drawing: 3
604(0006),Drawing,Archived PAPERWORKS PaperWorks : Interweaving Paper and Digital Documents,PaperWorks : Interweaving Paper and Digital Documents | PAPERWORKS | Project | Fact Sheet | FP6 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP6 PaperWorks : Interweaving Paper and Digital Documents Co,https://cordis.europa.eu/project/id/516895,Total words: 1580 | Drawing: 2
604(0006),Drawing,European citizens help steer sustainable living in their cities,European citizens help steer sustainable living in their cities | News | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home News European citizens help steer sustainable living in their cities Article Category Article available in the,https://cordis.europa.eu/article/id/450526-european-citizens-help-steer-sustainable-living-in-their-cities,Total words: 1201 | Drawing: 1
604(0006),Drawing,"A sustainable, inclusive and aesthetically beautiful urban revolution",EYES HEARTS HANDS Urban Revolution | EHHUR | Project | Fact Sheet | HORIZON | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results Horizon Europe EYES HEARTS HANDS Urban Revolution EYES HEARTS HANDS Urban Revolu,https://cordis.europa.eu/project/id/101079948,Total words: 6986 | Drawing: 1
604(0006),Drawing,"Periodic Reporting for period 4 - RICA (Reputation Matters in the Regulatory State: Re-thinking the Fundamentals of Regulatory Independence, Credibility and Accountability )","Reputation Matters in the Regulatory State: Re-thinking the Fundamentals of Regulatory Independence, Credibility and Accountability | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Reputation",https://cordis.europa.eu/project/id/716439/reporting,Total words: 1778 | Drawing: 2
604(0006),Drawing,Archived Final Report Summary - J-ERACENTER (The National Centre for Research and Development (NCRD) as a Centre of Excellence for EU-Jordan S&T Cooperation: Towards Jordan's Integration into ERA),The National Centre for Research and Development (NCRD) as a Centre of Excellence for EU-Jordan S&amp;T Cooperation: Towards Jordan&#039;s Integration into ERA | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp,https://cordis.europa.eu/project/id/295073/reporting,Total words: 4890 | Drawing: 2
604(0006),Drawing,Archived Final Report Summary - CRISIS (CRitical Incident management training System using an Interactive Simulation environment),CRitical Incident management training System using an Interactive Simulation environment | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 CRitical Incident management training System using an Int,https://cordis.europa.eu/project/id/242474/reporting,Total words: 19046 | Drawing: 2
604(0006),Drawing,"Archived Final Report Summary - DRIVERS (DRIVERS:  Addressing the strategic Determinants to Reduce health Inequality Via 1) Early childhood development, 2) Realising fair employment, and 3) Social protection)","DRIVERS: Addressing the strategic Determinants to Reduce health Inequality Via 1) Early childhood development, 2) Realising fair employment, and 3) Social protection | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Project",https://cordis.europa.eu/project/id/278350/reporting,Total words: 12163 | Drawing: 1
604(0006),Drawing,TINTIN Visual narratives as a window into language and cognition,Visual narratives as a window into language and cognition | TINTIN | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Visual narratives as a window into language and cogn,https://cordis.europa.eu/project/id/850975,Total words: 1720 | Drawing: 2
604(0006),Drawing,LightPipe Antiresonant Hollow Optical Fibres for a Quantum Leap in Data and Optical Power Transmission,Antiresonant Hollow Optical Fibres for a Quantum Leap in Data and Optical Power Transmission | LightPipe | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 Antiresonant H,https://cordis.europa.eu/project/id/682724,Total words: 1572 | Drawing: 1
604(0006),Drawing,Archived CONEURON Drawing neuronal circuits without seeing them,Drawing neuronal circuits without seeing them | CONEURON | Project | Fact Sheet | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 Drawing neuronal circuits without seeing them Content archived on,https://cordis.europa.eu/project/id/276795,Total words: 1310 | Drawing: 4
604(0006),Drawing,OurFuture European Researchers' Night: Researchers' For a Better Future,European Researchers&#039; Night: Researchers&#039; For a Better Future | OurFuture | Project | Fact Sheet | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 European Researchers&#039; Night: R,https://cordis.europa.eu/project/id/633243,Total words: 3194 | Drawing: 3
604(0006),Drawing,Archived Final Report Summary - HIGHTECS (Development of High Temperature Survival Electronic Devices for Engine Control Systems),Development of High Temperature Survival Electronic Devices for Engine Control Systems | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 Development of High Temperature Survival Electronic Devices,https://cordis.europa.eu/project/id/255749/reporting,Total words: 10642 | Drawing: 3
604(0006),Drawing,Archived Final Report Summary - SECOA (SOLUTIONS for ENVIRONMENTAL CONTRASTS in COASTAL AREAS),SOLUTIONS for ENVIRONMENTAL CONTRASTS in COASTAL AREAS | FP7 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results FP7 SOLUTIONS for ENVIRONMENTAL CONTRASTS in COASTAL AREAS Content archived on 2024-05-27 SOLUT,https://cordis.europa.eu/project/id/244251/reporting,Total words: 15174 | Drawing: 2
604(0006),Drawing,Unleashing the innovation potential of public transport as backbone of urban mobility,Unleashing the innovation potential of public transport as backbone of urban mobility | Programme | HORIZON | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results Horizon Europe HORIZON_HORIZON-MISS-2021-CIT-02-,https://cordis.europa.eu/programme/id/HORIZON_HORIZON-MISS-2021-CIT-02-02,Total words: 1693 | Drawing: 3
604(0006),Drawing,Periodic Reporting for period 2 - MYSTICETI (The oldest and the rarest - combining insight from both hemispheres to gain a global picture of baleen whale origins and macroevolution),The oldest and the rarest - combining insight from both hemispheres to gain a global picture of baleen whale origins and macroevolution | H2020 | CORDIS | European Commission Skip to main content (opens in new window) Log in Log in English English Select your language Close CORDIS languages: es español de Deutsch en English fr français it italiano pl polski Machine translation: This is a machine translation provided by the European Commission’s eTranslation service to help you understand this page. Please read the conditions of use . български español čeština dansk Deutsch eesti ελληνικά français Gaeilge hrvatski italiano latviešu lietuvių magyar Malti Nederlands polski português română slovenčina slovenščina suomi svenska русский Українська Translate Search Search Search Search CORDIS - EU research results CORDIS Menu Close Menu Back Previous items Next items Home Thematic Packs Projects &amp; Results Videos &amp; Podcasts News Datalab Search Home … Projects &amp; Results H2020 The ol,https://cordis.europa.eu/project/id/656010/reporting,Total words: 1956 | Drawing: 3
